tid,attribute,correct_val
4393,Incident Number,F190046115
4394,Address,206 3rd Av S
4394,Type,Medic Response
4394,Datetime,05/07/2019 12:39:00 PM
4394,Latitude,47.600825
4394,Longitude,-122.330272
4394,Incident Number,F190046114
4395,Address,1400 Nw Market St
4395,Type,Aid Response
4395,Datetime,05/07/2019 12:32:00 PM
4395,Latitude,47.668665000000004
4395,Longitude,-122.373589
4395,Incident Number,F190046112
4396,Address,710 Cherry St
4396,Type,Aid Response
4396,Datetime,05/07/2019 12:30:00 PM
4396,Latitude,47.605387
4396,Longitude,-122.32751100000002
4396,Incident Number,F190046111
4397,Address,101 N 104th St
4397,Type,Auto Fire Alarm
4397,Datetime,05/07/2019 12:30:00 PM
4397,Latitude,47.704378999999996
4397,Longitude,-122.35835900000001
4397,Incident Number,F190046109
4398,Address,Corson Av S / S Michigan St
4398,Type,Bark Fire
4398,Datetime,05/07/2019 12:28:00 PM
4398,Latitude,47.547503000000006
4398,Longitude,-122.32143899999998
4398,Incident Number,F190046108
4399,Address,4TH AV / PIKE ST
4399,Type,Aid Response
4399,Datetime,05/07/2019 12:26:00 PM
4399,Latitude,47.610214
4399,Longitude,-122.33668300000001
4399,Incident Number,F190046107
4400,Address,2611 S Dearborn St
4400,Type,Aid Response
4400,Datetime,05/07/2019 12:13:00 PM
4400,Latitude,47.595541
4400,Longitude,-122.298643
4400,Incident Number,F190046101
4401,Address,2505 2nd Av
4401,Type,Aid Response
4401,Datetime,05/07/2019 12:13:00 PM
4401,Latitude,47.615384000000006
4401,Longitude,-122.347925
4401,Incident Number,F190046102
4402,Address,Delridge Way Sw / Sw Brandon St
4402,Type,Medic Response- 6 per Rule
4402,Datetime,05/07/2019 12:12:00 PM
4402,Latitude,47.553722
4402,Longitude,-122.362963
4402,Incident Number,F190046098
4403,Address,11062 Alton Av Ne
4403,Type,Medic Response
4403,Datetime,05/07/2019 12:11:00 PM
4403,Latitude,47.708727
4403,Longitude,-122.282866
4403,Incident Number,F190046095
4404,Address,204 3rd Av S
4404,Type,Trans to AMR
4404,Datetime,05/07/2019 12:11:00 PM
4404,Latitude,47.600843
4404,Longitude,-122.330271
4404,Incident Number,F190046097
4405,Address,505 Ne 70th St
4405,Type,Medic Response
4405,Datetime,05/07/2019 12:06:00 PM
4405,Latitude,47.679478
4405,Longitude,-122.322726
4405,Incident Number,F190046092
4406,Address,1419 N 45th St
4406,Type,Aid Response
4406,Datetime,05/07/2019 12:02:00 PM
4406,Latitude,47.661386
4406,Longitude,-122.34051799999999
4406,Incident Number,F190046091
4407,Address,4009 Burke Av N
4407,Type,Aid Response
4407,Datetime,05/07/2019 11:55:00 AM
4407,Latitude,47.655738
4407,Longitude,-122.33506200000001
4407,Incident Number,F190046090
4408,Address,10203 47TH AV SW
4408,Type,Illegal Burn
4408,Datetime,05/07/2019 11:49:00 AM
4408,Latitude,47.511811
4408,Longitude,-122.392922
4408,Incident Number,F190046089
4409,Address,4130 37th Av Sw
4409,Type,Automatic Fire Alarm Resd
4409,Datetime,05/07/2019 11:45:00 AM
4409,Latitude,47.566306
4409,Longitude,-122.378767
4409,Incident Number,F190046088
4410,Address,10203 47th Av Sw
4410,Type,Aid Response
4410,Datetime,05/07/2019 11:39:00 AM
4410,Latitude,47.511811
4410,Longitude,-122.392922
4410,Incident Number,F190046084
4411,Address,10545 Meridian Av N
4411,Type,Trans to AMR
4411,Datetime,05/07/2019 11:38:00 AM
4411,Latitude,47.705443
4411,Longitude,-122.333937
4411,Incident Number,F190046086
4412,Address,1902 2nd Av
4412,Type,Aid Response
4412,Datetime,05/07/2019 11:37:00 AM
4412,Latitude,47.610972
4412,Longitude,-122.340465
4412,Incident Number,F190046083
4413,Address,8426 31st Av Sw
4413,Type,Medic Response
4413,Datetime,05/07/2019 11:21:00 AM
4413,Latitude,47.528046
4413,Longitude,-122.372592
4413,Incident Number,F190046082
4414,Address,204 3rd Av S
4414,Type,Aid Response
4414,Datetime,05/07/2019 11:12:00 AM
4414,Latitude,47.600843
4414,Longitude,-122.330271
4414,Incident Number,F190046081
4415,Address,1401 Broadway
4415,Type,Aid Response
4415,Datetime,05/07/2019 11:06:00 AM
4415,Latitude,47.612963
4415,Longitude,-122.32076200000002
4415,Incident Number,F190046080
4416,Address,15th Av Ne / Ne 143rd St
4416,Type,Aid Response
4416,Datetime,05/07/2019 11:05:00 AM
4416,Latitude,47.732126
4416,Longitude,-122.312724
4416,Incident Number,F190046079
4417,Address,1005 Terrace St
4417,Type,Unk Odor
4417,Datetime,05/07/2019 11:04:00 AM
4417,Latitude,47.604615
4417,Longitude,-122.32228
4417,Incident Number,F190046078
4418,Address,1710 S Jackson St
4418,Type,Aid Response
4418,Datetime,05/07/2019 10:57:00 AM
4418,Latitude,47.599233
4418,Longitude,-122.31013899999999
4418,Incident Number,F190046075
4419,Address,2820 Ne 127th St
4419,Type,Trans to AMR
4419,Datetime,05/07/2019 10:55:00 AM
4419,Latitude,47.721101000000004
4419,Longitude,-122.29758100000001
4419,Incident Number,F190046074
4420,Address,1700 7th Av
4420,Type,Aid Response
4420,Datetime,05/07/2019 10:43:00 AM
4420,Latitude,47.613098
4420,Longitude,-122.334718
4420,Incident Number,F190046072
4421,Address,611 12th Av S
4421,Type,Trans to AMR
4421,Datetime,05/07/2019 10:33:00 AM
4421,Latitude,47.597409000000006
4421,Longitude,-122.317227
4421,Incident Number,F190046071
4422,Address,611 3rd Av
4422,Type,Aid Response
4422,Datetime,05/07/2019 10:22:00 AM
4422,Latitude,47.602841999999995
4422,Longitude,-122.331476
4422,Incident Number,F190046070
4423,Address,1701 Broadway
4423,Type,Medic Response
4423,Datetime,05/07/2019 10:06:00 AM
4423,Latitude,47.616403000000005
4423,Longitude,-122.32081699999999
4423,Incident Number,F190046066
4424,Address,9100 Aurora Av N
4424,Type,Aid Response
4424,Datetime,05/07/2019 10:00:00 AM
4424,Latitude,47.69491
4424,Longitude,-122.344574
4424,Incident Number,F190046064
4425,Address,Aurora Av N / N 71st St
4425,Type,Aid Response
4425,Datetime,05/07/2019 09:57:00 AM
4425,Latitude,47.68031
4425,Longitude,-122.345234
4425,Incident Number,F190046063
4426,Address,1st Av W / W Republican St
4426,Type,Aid Response
4426,Datetime,05/07/2019 09:55:00 AM
4426,Latitude,47.623281
4426,Longitude,-122.358026
4426,Incident Number,F190046062
4427,Address,6th Av S / S King St
4427,Type,Medic Response
4427,Datetime,05/07/2019 09:50:00 AM
4427,Latitude,47.598354
4427,Longitude,-122.32636399999998
4427,Incident Number,F190046061
4428,Address,1806 23rd Av
4428,Type,Aid Response
4428,Datetime,05/07/2019 09:47:00 AM
4428,Latitude,47.617711
4428,Longitude,-122.302577
4428,Incident Number,F190046060
4429,Address,5520 Ravenna Av Ne
4429,Type,Aid Response
4429,Datetime,05/07/2019 09:40:00 AM
4429,Latitude,47.668836
4429,Longitude,-122.30391399999999
4429,Incident Number,F190046058
4430,Address,2428 Nw Market St
4430,Type,Aid Response
4430,Datetime,05/07/2019 09:36:00 AM
4430,Latitude,47.668677
4430,Longitude,-122.38792600000001
4430,Incident Number,F190046057
4431,Address,910 Marion St
4431,Type,Aid Response
4431,Datetime,05/07/2019 09:30:00 AM
4431,Latitude,47.607742
4431,Longitude,-122.326595
4431,Incident Number,F190046056
4432,Address,2911 1st Av
4432,Type,Medic Response
4432,Datetime,05/07/2019 09:27:00 AM
4432,Latitude,47.616997999999995
4432,Longitude,-122.35264199999999
4432,Incident Number,F190046055
4433,Address,8349 39th Av S
4433,Type,MVI - Motor Vehicle Incident
4433,Datetime,05/07/2019 09:24:00 AM
4433,Latitude,47.528582
4433,Longitude,-122.283667
4433,Incident Number,F190046052
4434,Address,1700 Taylor Av N
4434,Type,Automatic Fire Alarm False
4434,Datetime,05/07/2019 09:24:00 AM
4434,Latitude,47.633804999999995
4434,Longitude,-122.34593899999999
4434,Incident Number,F190046053
4435,Address,14309 38th Av Ne
4435,Type,Aid Response
4435,Datetime,05/07/2019 09:19:00 AM
4435,Latitude,47.732318
4435,Longitude,-122.287074
4435,Incident Number,F190046050
4436,Address,12740 33rd Av Ne
4436,Type,Aid Response Yellow
4436,Datetime,05/07/2019 09:15:00 AM
4436,Latitude,47.720938000000004
4436,Longitude,-122.29251299999999
4436,Incident Number,F190046049
4437,Address,3rd Av / James St
4437,Type,Aid Response
4437,Datetime,05/07/2019 09:11:00 AM
4437,Latitude,47.602769
4437,Longitude,-122.33140900000001
4437,Incident Number,F190046048
4438,Address,Latona Av Ne / Ne 45th St
4438,Type,MVI - Motor Vehicle Incident
4438,Datetime,05/07/2019 09:09:00 AM
4438,Latitude,47.661344
4438,Longitude,-122.32510800000001
4438,Incident Number,F190046044
4439,Address,266 Ne 45th St
4439,Type,MVI - Motor Vehicle Incident
4439,Datetime,05/07/2019 09:09:00 AM
4439,Latitude,47.661347
4439,Longitude,-122.325822
4439,Incident Number,F190046043
4440,Address,4225 Roosevelt Way Ne
4440,Type,Aid Response
4440,Datetime,05/07/2019 09:08:00 AM
4440,Latitude,47.657942
4440,Longitude,-122.31779099999999
4440,Incident Number,F190046042
4441,Address,4225 Roosevelt Way Ne
4441,Type,Trans to AMR
4441,Datetime,05/07/2019 09:07:00 AM
4441,Latitude,47.657942
4441,Longitude,-122.31779099999999
4441,Incident Number,F190046041
4442,Address,6550 25TH AV NW
4442,Type,Medic Response
4442,Datetime,05/07/2019 09:04:00 AM
4442,Latitude,47.67637
4442,Longitude,-122.38862900000001
4442,Incident Number,F190046040
4443,Address,2010 S Jackson St
4443,Type,Aid Response
4443,Datetime,05/07/2019 08:58:00 AM
4443,Latitude,47.599258
4443,Longitude,-122.305807
4443,Incident Number,F190046039
4444,Address,1221 S Donovan St
4444,Type,Aid Response
4444,Datetime,05/07/2019 08:57:00 AM
4444,Latitude,47.525599
4444,Longitude,-122.31731299999998
4444,Incident Number,F190046037
4445,Address,2nd Av S / S Jackson St
4445,Type,Trans to AMR
4445,Datetime,05/07/2019 08:56:00 AM
4445,Latitude,47.599201
4445,Longitude,-122.33157800000001
4445,Incident Number,F190046034
4446,Address,9500 1st Av Ne
4446,Type,Aid Response
4446,Datetime,05/07/2019 08:55:00 AM
4446,Latitude,47.697731
4446,Longitude,-122.32845400000001
4446,Incident Number,F190046033
4447,Address,933 Nw 49th St
4447,Type,1RED 1 Unit
4447,Datetime,05/07/2019 08:54:00 AM
4447,Latitude,47.664384000000005
4447,Longitude,-122.368958
4447,Incident Number,F190046032
4448,Address,4732 Brooklyn Av Ne
4448,Type,Aid Response
4448,Datetime,05/07/2019 08:51:00 AM
4448,Latitude,47.663288
4448,Longitude,-122.31423500000001
4448,Incident Number,F190046031
4449,Address,1329 N 47th St
4449,Type,Medic Response
4449,Datetime,05/07/2019 08:48:00 AM
4449,Latitude,47.662865999999994
4449,Longitude,-122.34166
4449,Incident Number,F190046030
4450,Address,1700 Airport Way S
4450,Type,Trans to AMR
4450,Datetime,05/07/2019 08:22:00 AM
4450,Latitude,47.588225
4450,Longitude,-122.32139099999999
4450,Incident Number,F190046027
4451,Address,6940 62nd Av Ne
4451,Type,Trans to AMR
4451,Datetime,05/07/2019 08:21:00 AM
4451,Latitude,47.678821
4451,Longitude,-122.262227
4451,Incident Number,F190046028
4452,Address,801 5th Av
4452,Type,Medic Response- 6 per Rule
4452,Datetime,05/07/2019 08:18:00 AM
4452,Latitude,47.605126
4452,Longitude,-122.33049399999999
4452,Incident Number,F190046026
4453,Address,1519 12th Av
4453,Type,Aid Response
4453,Datetime,05/07/2019 08:11:00 AM
4453,Latitude,47.614317
4453,Longitude,-122.31683899999999
4453,Incident Number,F190046025
4454,Address,4426 Montana Cir W
4454,Type,Activated CO Detector
4454,Datetime,05/07/2019 08:03:00 AM
4454,Latitude,47.661395
4454,Longitude,-122.41545900000001
4454,Incident Number,F190046024
4455,Address,2001 15th Av W
4455,Type,Bark Fire
4455,Datetime,05/07/2019 08:00:00 AM
4455,Latitude,47.636719
4455,Longitude,-122.37614099999999
4455,Incident Number,F190046023
4456,Address,2005 E Mcgraw St
4456,Type,Medic Response
4456,Datetime,05/07/2019 07:36:00 AM
4456,Latitude,47.640273
4456,Longitude,-122.30548300000001
4456,Incident Number,F190046021
4457,Address,6319 S Eddy Ct
4457,Type,Aid Response
4457,Datetime,05/07/2019 07:33:00 AM
4457,Latitude,47.5453
4457,Longitude,-122.29028000000001
4457,Incident Number,F190046020
4458,Address,1151 Fairview Av N
4458,Type,Aid Response
4458,Datetime,05/07/2019 07:29:00 AM
4458,Latitude,47.629245000000004
4458,Longitude,-122.330228
4458,Incident Number,F190046019
4459,Address,1151 Fairview Av N
4459,Type,Aid Response
4459,Datetime,05/07/2019 07:28:00 AM
4459,Latitude,47.629245000000004
4459,Longitude,-122.330228
4459,Incident Number,F190046018
4460,Address,16th Av Sw / Sw Henderson St
4460,Type,Trans to AMR
4460,Datetime,05/07/2019 07:26:00 AM
4460,Latitude,47.522870000000005
4460,Longitude,-122.355104
4460,Incident Number,F190046017
4461,Address,6048 35th Av Ne
4461,Type,Aid Response Yellow
4461,Datetime,05/07/2019 07:12:00 AM
4461,Latitude,47.672584
4461,Longitude,-122.29023899999999
4461,Incident Number,F190046016
4462,Address,224 OCCIDENTAL AV S
4462,Type,Natural Gas Odor
4462,Datetime,05/07/2019 07:05:00 AM
4462,Latitude,47.600674
4462,Longitude,-122.33287800000001
4462,Incident Number,F190046013
4463,Address,1531 Western Av
4463,Type,Auto Fire Alarm
4463,Datetime,05/07/2019 07:04:00 AM
4463,Latitude,47.608661
4463,Longitude,-122.341402
4463,Incident Number,F190046012
4464,Address,2321 4th Av
4464,Type,Trans to AMR
4464,Datetime,05/07/2019 06:58:00 AM
4464,Latitude,47.615524
4464,Longitude,-122.344197
4464,Incident Number,F190046010
4465,Address,120 6th Av S
4465,Type,Trans to AMR
4465,Datetime,05/07/2019 06:52:00 AM
4465,Latitude,47.601539
4465,Longitude,-122.326352
4465,Incident Number,F190046009
4466,Address,4th Av / Pine St
4466,Type,Aid Response
4466,Datetime,05/07/2019 06:48:00 AM
4466,Latitude,47.611207
4466,Longitude,-122.33759199999999
4466,Incident Number,F190046008
4467,Address,1430 Western Av
4467,Type,Medic Response
4467,Datetime,05/07/2019 06:35:00 AM
4467,Latitude,47.607658
4467,Longitude,-122.34048500000002
4467,Incident Number,F190046007
4468,Address,6720 East Green Lake Way N
4468,Type,Medic Response
4468,Datetime,05/07/2019 06:30:00 AM
4468,Latitude,47.678340000000006
4468,Longitude,-122.32895
4468,Incident Number,F190046006
4469,Address,2030 Ne 103rd St
4469,Type,Activated CO Detector
4469,Datetime,05/07/2019 06:23:00 AM
4469,Latitude,47.70302
4469,Longitude,-122.306701
4469,Incident Number,F190046005
4470,Address,Madison St / Broadway
4470,Type,Aid Response
4470,Datetime,05/07/2019 06:10:00 AM
4470,Latitude,47.611169
4470,Longitude,-122.32076
4470,Incident Number,F190046003
4471,Address,1431 Minor Av
4471,Type,Aid Response
4471,Datetime,05/07/2019 05:43:00 AM
4471,Latitude,47.613246999999994
4471,Longitude,-122.32718700000001
4471,Incident Number,F190046000
4472,Address,2914 S Mcclellan St
4472,Type,Aid Response
4472,Datetime,05/07/2019 05:32:00 AM
4472,Latitude,47.578346999999994
4472,Longitude,-122.29503700000001
4472,Incident Number,F190045999
4473,Address,2720 E Madison St
4473,Type,Aid Response
4473,Datetime,05/07/2019 05:27:00 AM
4473,Latitude,47.623153
4473,Longitude,-122.296667
4473,Incident Number,F190045997
4474,Address,5th Av / James St
4474,Type,Aid Response
4474,Datetime,05/07/2019 05:27:00 AM
4474,Latitude,47.603698
4474,Longitude,-122.329187
4474,Incident Number,F190045998
4475,Address,801 9th Av
4475,Type,Aid Response
4475,Datetime,05/07/2019 05:25:00 AM
4475,Latitude,47.606982
4475,Longitude,-122.32605600000001
4475,Incident Number,F190045996
4476,Address,425 S Jackson St
4476,Type,Aid Response
4476,Datetime,05/07/2019 05:07:00 AM
4476,Latitude,47.599196
4476,Longitude,-122.32863600000002
4476,Incident Number,F190045995
4477,Address,7440 Rainier Av S
4477,Type,Medic Response
4477,Datetime,05/07/2019 05:01:00 AM
4477,Latitude,47.534969
4477,Longitude,-122.26998200000001
4477,Incident Number,F190045994
4478,Address,2515 4th Av
4478,Type,Aid Response
4478,Datetime,05/07/2019 04:54:00 AM
4478,Latitude,47.61677
4478,Longitude,-122.346304
4478,Incident Number,F190045993
4479,Address,301 Pike St
4479,Type,Aid Response
4479,Datetime,05/07/2019 04:49:00 AM
4479,Latitude,47.609755
4479,Longitude,-122.337782
4479,Incident Number,F190045992
4480,Address,1431 Minor Av
4480,Type,Aid Response
4480,Datetime,05/07/2019 04:47:00 AM
4480,Latitude,47.613246999999994
4480,Longitude,-122.32718700000001
4480,Incident Number,F190045990
4481,Address,207 Pontius Av N
4481,Type,Aid Response
4481,Datetime,05/07/2019 04:45:00 AM
4481,Latitude,47.619735999999996
4481,Longitude,-122.33169699999999
4481,Incident Number,F190045989
4482,Address,Airport Way S / 6th Av S
4482,Type,Medic Response
4482,Datetime,05/07/2019 04:38:00 AM
4482,Latitude,47.594923
4482,Longitude,-122.32596699999999
4482,Incident Number,F190045988
4483,Address,104 14th Av E
4483,Type,Aid Response
4483,Datetime,05/07/2019 04:27:00 AM
4483,Latitude,47.618824
4483,Longitude,-122.3143
4483,Incident Number,F190045987
4484,Address,104 14th Av E
4484,Type,Medic Response
4484,Datetime,05/07/2019 04:14:00 AM
4484,Latitude,47.618824
4484,Longitude,-122.3143
4484,Incident Number,F190045986
4485,Address,3501 Rainier Av S
4485,Type,Medic Response
4485,Datetime,05/07/2019 03:50:00 AM
4485,Latitude,47.571853000000004
4485,Longitude,-122.29319299999999
4485,Incident Number,F190045985
4486,Address,2418 Nw 56th St
4486,Type,Aid Response Yellow
4486,Datetime,05/07/2019 03:46:00 AM
4486,Latitude,47.669458
4486,Longitude,-122.38780700000001
4486,Incident Number,F190045984
4487,Address,2408 2nd Av
4487,Type,Aid Response
4487,Datetime,05/07/2019 03:45:00 AM
4487,Latitude,47.614847999999995
4487,Longitude,-122.347021
4487,Incident Number,F190045983
4488,Address,N Northgate Way / N 105th St
4488,Type,Trans to AMR
4488,Datetime,05/07/2019 03:43:00 AM
4488,Latitude,47.705051
4488,Longitude,-122.34469399999999
4488,Incident Number,F190045982
4489,Address,517 3rd Av
4489,Type,Aid Response
4489,Datetime,05/07/2019 03:41:00 AM
4489,Latitude,47.602171999999996
4489,Longitude,-122.330863
4489,Incident Number,F190045981
4490,Address,2020 S Jackson St
4490,Type,Aid Response
4490,Datetime,05/07/2019 03:24:00 AM
4490,Latitude,47.599261
4490,Longitude,-122.30525800000001
4490,Incident Number,F190045979
4491,Address,1400 38th Av
4491,Type,Medic Response
4491,Datetime,05/07/2019 02:55:00 AM
4491,Latitude,47.612777
4491,Longitude,-122.28492
4491,Incident Number,F190045977
4492,Address,517 3rd Av
4492,Type,Aid Response
4492,Datetime,05/07/2019 02:49:00 AM
4492,Latitude,47.602171999999996
4492,Longitude,-122.330863
4492,Incident Number,F190045975
4493,Address,103 15th Av E
4493,Type,Aid Response
4493,Datetime,05/07/2019 02:44:00 AM
4493,Latitude,47.618552
4493,Longitude,-122.31274099999999
4493,Incident Number,F190045974
4494,Address,1419 Bigelow Av N
4494,Type,Fire in Single Family Res
4494,Datetime,05/07/2019 02:44:00 AM
4494,Latitude,47.631694
4494,Longitude,-122.348658
4494,Incident Number,F190045973
4495,Address,524 Boylston Av E
4495,Type,Aid Response
4495,Datetime,05/07/2019 02:37:00 AM
4495,Latitude,47.623403
4495,Longitude,-122.323054
4495,Incident Number,F190045971
4496,Address,1167 Republican St
4496,Type,Unk Odor
4496,Datetime,05/07/2019 02:31:00 AM
4496,Latitude,47.62312
4496,Longitude,-122.333818
4496,Incident Number,F190045970
4497,Address,1131 Olympic Way W
4497,Type,Aid Response
4497,Datetime,05/07/2019 02:28:00 AM
4497,Latitude,47.629158000000004
4497,Longitude,-122.368191
4497,Incident Number,F190045969
4498,Address,100 Melrose Av E
4498,Type,Aid Response
4498,Datetime,05/07/2019 02:09:00 AM
4498,Latitude,47.618497
4498,Longitude,-122.327854
4498,Incident Number,F190045968
4499,Address,4217 Sw Dawson St
4499,Type,Medic Response
4499,Datetime,05/07/2019 01:49:00 AM
